category,category.member,domain,prod.freq,prod.freq.percent,mean.rank,first.rank.freq,first.rank.freq.percent,weighted.rank,mean.RT,typicality,wordfreq.SUBTLEXUK,word.length,AoA.Kuperman,concreteness.Brysbaert
camping equipment,portable stove,Concrete,3,0.15,2.666666667,NA,NA,91,NA,4.333333333,NA,13,NA,NA
camping equipment,pots,Concrete,3,0.15,4.333333333,NA,NA,86,NA,3.333333333,4.23,4,NA,NA
camping equipment,repair kit,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
camping equipment,roll mat,Concrete,2,0.1,6,NA,NA,54,NA,NA,NA,7,NA,NA
camping equipment,rope,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
camping equipment,ropes,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
camping equipment,rucksack,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
camping equipment,sheet,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
camping equipment,sleeping bag,Concrete,13,0.65,4,1,0.05,377,4.322,4.666666667,NA,11,NA,4.79
camping equipment,sleeping bags,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
camping equipment,sleeping mat,Concrete,2,0.1,7.5,NA,NA,51,NA,NA,NA,11,NA,NA
camping equipment,stove,Concrete,3,0.15,4.333333333,NA,NA,86,NA,4.166666667,3.67,5,4.32,4.96
camping equipment,tent,Concrete,18,0.9,1.111111111,16,0.8,574,2.2968125,4.916666667,4.21,4,5.16,4.96
camping equipment,tent pegs,Concrete,3,0.15,2.333333333,NA,NA,92,NA,4.666666667,NA,8,NA,NA
camping equipment,tent poles,Concrete,3,0.15,6.666666667,NA,NA,79,NA,4.25,NA,9,NA,NA
camping equipment,tents,Concrete,1,0.05,1,1,0.05,32,1.845,NA,NA,NA,NA,NA
camping equipment,therm-a-rest,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
camping equipment,tinned food,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
camping equipment,torch,Concrete,3,0.15,6,NA,NA,81,NA,4.583333333,4.21,5,7.84,4.76
camping equipment,trangia,Concrete,3,0.15,5,NA,NA,84,NA,NA,NA,7,NA,NA
camping equipment,walking boots,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
camping equipment,wash kit,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
camping equipment,waterproof jacket,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
camping equipment,waterproofs,Concrete,2,0.1,9.5,NA,NA,47,NA,NA,2.42,11,NA,NA
camping equipment,wellies,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
camping equipment,wheel hub,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
camping equipment,wood,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
carpenter's tool,allen key,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
carpenter's tool,axe,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
carpenter's tool,bolts,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
carpenter's tool,bucket,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
carpenter's tool,chainsaw,Concrete,2,0.1,5,NA,NA,56,NA,NA,3.21,8,7,4.9
carpenter's tool,chisel,Concrete,3,0.15,2.333333333,NA,NA,92,NA,4.333333333,3.09,6,10.53,4.63
carpenter's tool,chivel,Concrete,1,0.05,1,1,0.05,32,5.853,NA,NA,NA,NA,NA
carpenter's tool,circle cutter,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
carpenter's tool,crowbar,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
carpenter's tool,cutter,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
carpenter's tool,drill,Concrete,5,0.25,5.6,NA,NA,137,NA,4.166666667,3.96,5,7.14,4.4
carpenter's tool,file,Concrete,3,0.15,4.666666667,NA,NA,85,NA,3.666666667,4.08,4,8.21,4.41
carpenter's tool,glue,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
carpenter's tool,hammer,Concrete,17,0.85,1.411764706,13,0.65,537,3.941307692,4.5,4.66,6,5.42,4.77
carpenter's tool,hammers,Concrete,1,0.05,1,1,0.05,32,4.966,NA,NA,NA,NA,NA
carpenter's tool,hands,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
carpenter's tool,knife,Concrete,2,0.1,4.5,NA,NA,57,NA,3.416666667,4.49,5,4.15,4.9
carpenter's tool,level,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
carpenter's tool,measuring tape,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
carpenter's tool,nail,Concrete,2,0.1,3.5,NA,NA,59,NA,3.833333333,4.18,4,5.42,4.93
carpenter's tool,nails,Concrete,8,0.4,5.875,NA,NA,217,NA,3.833333333,4.03,5,NA,NA
carpenter's tool,nuts,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
carpenter's tool,pencil,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
carpenter's tool,pens,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
carpenter's tool,plane,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
carpenter's tool,pliers,Concrete,2,0.1,3.5,NA,NA,59,NA,4.25,2.73,6,7,4.93
carpenter's tool,right-angle ruler,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
carpenter's tool,ruler,Concrete,2,0.1,8.5,NA,NA,49,NA,4.333333333,3.63,5,5.94,4.66
carpenter's tool,rulers,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
carpenter's tool,sander,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
carpenter's tool,saw,Concrete,10,0.5,2.1,2,0.1,309,2.977,4.083333333,5.4,3,5.36,4.46
carpenter's tool,scissors,Concrete,1,0.05,1,1,0.05,32,5.681,NA,NA,NA,NA,NA
carpenter's tool,screw,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
carpenter's tool,screwdriver,Concrete,7,0.35,4.571428571,NA,NA,199,NA,4.583333333,3.34,11,6,4.9
carpenter's tool,screwdrivers,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
carpenter's tool,screws,Concrete,2,0.1,4.5,NA,NA,57,NA,4.083333333,3.43,6,NA,NA
carpenter's tool,shovel,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
carpenter's tool,spanner,Concrete,3,0.15,2,1,0.05,93,2.54,3.25,3.4,7,12.5,NA
carpenter's tool,spirit level,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
carpenter's tool,tape measure,Concrete,3,0.15,5.333333333,NA,NA,83,NA,4.333333333,NA,11,NA,4.48
carpenter's tool,toolbox,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
carpenter's tool,trowel,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
carpenter's tool,vice,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
carpenter's tool,wood,Concrete,2,0.1,6,NA,NA,54,NA,2.833333333,4.78,4,4.58,4.85
carpenter's tool,workbench,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
carpenter's tool,wrench,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
chemical element,acid,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
chemical element,aluminium,Concrete,6,0.3,7.666666667,NA,NA,152,NA,4.25,3.67,9,NA,NA
chemical element,antimony,Concrete,1,0.05,1,1,0.05,32,3.12,NA,NA,NA,NA,NA
chemical element,argon,Concrete,2,0.1,11.5,NA,NA,43,NA,4.333333333,2.77,5,15.19,3.2
chemical element,arsenic,Concrete,3,0.15,9,NA,NA,72,NA,3.666666667,3.1,7,11.83,4.29
chemical element,beryllium,Concrete,4,0.2,7,NA,NA,104,NA,NA,2.28,9,15.2,NA
chemical element,boron,Concrete,5,0.25,11.8,NA,NA,106,NA,NA,2.5,5,NA,NA
chemical element,bromine,Concrete,3,0.15,8.666666667,1,0.05,73,2.646,NA,2.13,7,NA,NA
chemical element,bronze,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
chemical element,caesium,Concrete,2,0.1,7.5,NA,NA,51,NA,NA,2.47,7,NA,NA
chemical element,calcium,Concrete,4,0.2,8,NA,NA,100,NA,4.416666667,3.44,7,9.89,4.07
chemical element,carbon,Concrete,8,0.4,6.75,NA,NA,236,NA,4.833333333,4.39,6,10.55,4.22
chemical element,carbon dioxide,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
chemical element,carbon monoxide,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
chemical element,chloride,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
chemical element,chlorine,Concrete,3,0.15,6.333333333,NA,NA,80,NA,4.166666667,3.12,8,8.57,4.5
chemical element,cobalt,Concrete,2,0.1,9.5,NA,NA,47,NA,3.666666667,2.92,6,13.47,4.46
chemical element,copper,Concrete,3,0.15,11.33333333,NA,NA,65,NA,4.416666667,4.25,6,7.95,4.52
chemical element,cyanide,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
chemical element,fluoride,Concrete,3,0.15,6.333333333,NA,NA,80,NA,3.25,2.55,8,9.67,4.37
chemical element,fluorine,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
chemical element,francium,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
chemical element,geranium,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
chemical element,gold,Concrete,8,0.4,7.625,NA,NA,203,NA,4,5.1,4,7.1,4.81
chemical element,h2o,Concrete,2,0.1,4,1,0.05,58,4.759,NA,2.39,3,NA,NA
chemical element,helium,Concrete,11,0.55,4.454545455,NA,NA,332,NA,4.083333333,3.44,6,9.86,3.96
chemical element,hydrogen,Concrete,14,0.7,2.071428571,9,0.45,433,5.160444444,4.416666667,3.74,8,11,3.32
chemical element,iodine,Concrete,2,0.1,13,NA,NA,40,NA,4.166666667,2.91,6,11.18,4.41
chemical element,iron,Concrete,9,0.45,8.333333333,NA,NA,222,NA,4.833333333,4.52,4,7.32,4.59
chemical element,lead,Concrete,3,0.15,9.333333333,NA,NA,71,NA,4.25,5.18,4,6.76,4.1
chemical element,lithium,Concrete,4,0.2,6.25,NA,NA,107,NA,4.833333333,2.86,7,13.9,4.13
chemical element,magnesium,Concrete,7,0.35,6.428571429,1,0.05,186,1.778,4.333333333,3.03,9,11.72,4.07
chemical element,mercury,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
chemical element,neon,Concrete,2,0.1,7,NA,NA,52,NA,3.416666667,3.27,4,8,4.07
chemical element,nickel,Concrete,3,0.15,3.666666667,1,0.05,88,10.085,4,3.27,6,5.75,4.79
chemical element,nitrogen,Concrete,8,0.4,4.875,NA,NA,225,NA,4.5,3.67,8,10.72,3.41
chemical element,oxygen,Concrete,15,0.75,3.6,3,0.15,441,4.621333333,4.583333333,4.24,6,8.63,3.66
chemical element,phosphorous,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
chemical element,platinum,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
chemical element,plutonium,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
chemical element,potassium,Concrete,10,0.5,9.2,NA,NA,238,NA,4.416666667,3.22,9,11.89,4.23
chemical element,radium,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
chemical element,radon,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
chemical element,rubidium,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
chemical element,selenium,Concrete,2,0.1,7,NA,NA,52,NA,NA,2.26,8,14.67,NA
chemical element,selidium,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
chemical element,silicon,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
chemical element,silver,Concrete,5,0.25,10.4,NA,NA,113,NA,4.166666667,5.01,6,6.21,4.52
chemical element,sodium,Concrete,5,0.25,8.2,1,0.05,124,2.777,4.666666667,3.41,6,9.72,4.21
chemical element,sulphur,Concrete,7,0.35,6.142857143,2,0.1,188,2.4375,4.666666667,3.35,7,10.59,4.23
chemical element,tin,Concrete,2,0.1,16,NA,NA,34,NA,3.5,4.35,3,6.79,4.87
chemical element,titanium,Concrete,3,0.15,9.333333333,NA,NA,71,NA,3.833333333,3.05,8,13.58,4.67
chemical element,tungsten,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
chemical element,ununhexium,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
chemical element,uranium,Concrete,3,0.15,5,NA,NA,111,NA,4.333333333,3.29,7,10.63,4.29
chemical element,yttrium,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
chemical element,zinc,Concrete,2,0.1,7,NA,NA,52,NA,4.25,3.23,4,12.47,4.4
citrus fruit,blood orange,Concrete,2,0.1,4,NA,NA,58,NA,4.416666667,NA,11,NA,NA
citrus fruit,clementine,Concrete,3,0.15,5,NA,NA,84,NA,NA,2.77,10,NA,4.09
citrus fruit,clementines,Concrete,2,0.1,3.5,NA,NA,59,NA,NA,1.87,11,NA,NA
citrus fruit,grapefruit,Concrete,9,0.45,3.333333333,1,0.05,267,3.873,4.333333333,3.16,10,6.9,4.96
citrus fruit,grapefruits,Concrete,2,0.1,3.5,NA,NA,59,NA,4.333333333,2.19,11,NA,NA
citrus fruit,kiwi,Concrete,2,0.1,2,1,0.05,62,4.186,2.916666667,3.27,4,7.56,4.86
citrus fruit,lemon,Concrete,16,0.8,1.9375,8,0.4,497,1.68375,5,4.46,5,4.74,5
citrus fruit,lemons,Concrete,2,0.1,2.5,1,0.05,61,2.097,4.833333333,3.5,6,NA,NA
citrus fruit,lime,Concrete,17,0.85,2.882352941,NA,NA,512,NA,4.666666667,4.09,4,6.61,4.96
citrus fruit,limes,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
citrus fruit,mandarins,Concrete,2,0.1,5.5,NA,NA,55,NA,4,2.69,9,NA,NA
citrus fruit,mango,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
citrus fruit,nectarine,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
citrus fruit,orange,Concrete,14,0.7,2,8,0.4,434,3.382625,4.75,4.64,6,3.26,4.66
citrus fruit,oranges,Concrete,4,0.2,2.75,1,0.05,121,2.066,4.833333333,3.74,7,NA,NA
citrus fruit,pineapple,Concrete,2,0.1,3.5,NA,NA,59,NA,3.833333333,3.84,9,6.25,4.94
citrus fruit,pomegranate,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
citrus fruit,satsuma,Concrete,2,0.1,6,NA,NA,54,NA,4.333333333,3.14,7,NA,NA
citrus fruit,satsumas,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
citrus fruit,star fruit,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
citrus fruit,tangelos,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
citrus fruit,tangerine,Concrete,7,0.35,4.142857143,NA,NA,202,NA,4.75,3.03,9,8.15,4.81
citrus fruit,tangerines,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
clothing,accessories,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
clothing,ankle boots,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
clothing,bag,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
clothing,balaclava,Concrete,1,0.05,29,NA,NA,4,NA,NA,NA,NA,NA,NA
clothing,barber jacket,Concrete,1,0.05,23,NA,NA,10,NA,NA,NA,NA,NA,NA
clothing,beanie,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
clothing,belt,Concrete,3,0.15,17.66666667,NA,NA,46,NA,2.75,4.32,4,4.62,4.9
clothing,belts,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
clothing,bikini,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
clothing,blouse,Concrete,3,0.15,11,NA,NA,66,NA,4.75,3.08,6,6.65,4.96
clothing,boat shoes,Concrete,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
clothing,boob tube,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
clothing,boots,Concrete,3,0.15,10,NA,NA,69,NA,3.166666667,4.36,5,4.86,5
clothing,bow tie,Concrete,1,0.05,23,NA,NA,10,NA,NA,NA,NA,NA,NA
clothing,bra,Concrete,5,0.25,4.8,NA,NA,141,NA,4.25,3.65,3,8.21,4.54
clothing,bracelets,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
clothing,bras,Concrete,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
clothing,cap,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
clothing,caps,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
clothing,cardigan,Concrete,6,0.3,9.5,NA,NA,141,NA,4.583333333,3.5,8,10.11,4.96
clothing,chinos,Concrete,2,0.1,10.5,NA,NA,45,NA,NA,2.14,6,NA,NA
clothing,coat,Concrete,12,0.6,7.75,1,0.05,303,4.025,5,4.41,4,3.58,4.97
clothing,coats,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
clothing,cocktail dress,Concrete,1,0.05,18,NA,NA,15,NA,NA,NA,NA,NA,NA
clothing,converse,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
clothing,crop top,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
clothing,culottes,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
clothing,cummerbund,Concrete,1,0.05,25,NA,NA,8,NA,NA,NA,NA,NA,NA
clothing,down vest,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
clothing,dress,Concrete,9,0.45,11,NA,NA,198,NA,4.916666667,4.85,5,4.05,4.93
clothing,dresses,Concrete,2,0.1,15,NA,NA,36,NA,4.75,4.03,7,NA,NA
clothing,dungarees,Concrete,2,0.1,13.5,NA,NA,39,NA,NA,2.58,9,NA,NA
clothing,evening dress,Concrete,2,0.1,16.5,NA,NA,33,NA,3.5,NA,12,NA,5
clothing,fleece,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
clothing,footwear,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
clothing,gilet,Concrete,2,0.1,20,NA,NA,26,NA,NA,1.74,5,NA,NA
clothing,glasses,Concrete,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
clothing,glove,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
clothing,gloves,Concrete,9,0.45,11,NA,NA,198,NA,3.666666667,4.16,6,NA,NA
clothing,gym wear,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
clothing,hat,Concrete,12,0.6,8.25,4,0.2,297,2.3715,3.666666667,4.76,3,3.33,4.88
clothing,hats,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
clothing,headband,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
clothing,heels,Concrete,2,0.1,17,NA,NA,32,NA,2.666666667,4.02,5,NA,NA
clothing,hoodie,Concrete,7,0.35,10.71428571,NA,NA,156,NA,NA,3.18,6,NA,4.79
clothing,hoodies,Concrete,2,0.1,9.5,NA,NA,47,NA,NA,2.96,7,NA,NA
clothing,jacket,Concrete,9,0.45,7.555555556,NA,NA,229,NA,4.75,4.29,6,3.95,4.86
clothing,jackets,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
clothing,jeans,Concrete,14,0.7,5.857142857,1,0.05,380,2.225,4.833333333,3.84,5,5.26,5
clothing,joggers,Concrete,2,0.1,12.5,NA,NA,41,NA,4.25,2.46,7,NA,NA
clothing,jogging bottoms,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
clothing,jogging pants,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
clothing,jumper,Concrete,13,0.65,6.461538462,1,0.05,362,2.35,4.666666667,3.84,6,7,4.03
clothing,jumper with leather patches on the elbows,Concrete,1,0.05,25,NA,NA,8,NA,NA,NA,NA,NA,NA
clothing,jumpers,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
clothing,kimono,Concrete,1,0.05,21,NA,NA,12,NA,NA,NA,NA,NA,NA
clothing,kipper tie,Concrete,1,0.05,24,NA,NA,9,NA,NA,NA,NA,NA,NA
clothing,knee-length boots,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
clothing,knickers,Concrete,2,0.1,3,NA,NA,60,NA,4.416666667,3.67,8,9.94,4.54
clothing,leggings,Concrete,8,0.4,9,NA,NA,192,NA,4.25,2.92,8,10,4.86
clothing,loafers,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
clothing,long-sleeved top,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
clothing,necklaces,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
clothing,nightclothes,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
clothing,outer garments,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
clothing,overcoat,Concrete,2,0.1,12.5,NA,NA,41,NA,4,2.7,8,8.95,4.5
clothing,pants,Concrete,2,0.1,6,NA,NA,54,NA,4.25,4.29,5,3.23,4.86
clothing,pinafore,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
clothing,polo,Concrete,1,0.05,18,NA,NA,15,NA,NA,NA,NA,NA,NA
clothing,poncho,Concrete,1,0.05,20,NA,NA,13,NA,NA,NA,NA,NA,NA
clothing,pyjamas,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
clothing,rings,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
clothing,scarf,Concrete,11,0.55,8.818181818,NA,NA,266,NA,3.25,3.76,5,5.68,4.97
clothing,shirt,Concrete,10,0.5,6.3,2,0.1,267,2.105,4.833333333,4.47,5,3.53,4.94
clothing,shirts,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
clothing,shoes,Concrete,10,0.5,5.8,3,0.15,272,3.386666667,3.5,4.66,5,NA,NA
clothing,shorts,Concrete,11,0.55,10.90909091,NA,NA,243,NA,4.833333333,3.82,6,3.95,4.82
clothing,ski wear,Concrete,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
clothing,skirt,Concrete,10,0.5,11.2,NA,NA,218,NA,4.333333333,3.81,5,5.67,4.82
clothing,skirts,Concrete,3,0.15,14.66666667,NA,NA,55,NA,4.666666667,3.39,6,NA,NA
clothing,skort,Concrete,2,0.1,14.5,NA,NA,37,NA,NA,NA,5,NA,NA
clothing,socks,Concrete,14,0.7,8.428571429,1,0.05,344,3.793,4.333333333,4.17,5,NA,NA
clothing,spaghettti strap top,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
clothing,sportswear,Concrete,2,0.1,13,NA,NA,40,NA,NA,2.47,10,9.78,4.46
clothing,sportswears,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
clothing,suit,Concrete,3,0.15,16.66666667,NA,NA,49,NA,4.333333333,4.59,4,6.67,4.97
clothing,sweater,Concrete,4,0.2,10,NA,NA,92,NA,4.916666667,3.24,7,5.22,4.78
clothing,sweatshirt,Concrete,2,0.1,14.5,NA,NA,37,NA,4.416666667,2.31,10,5,4.93
clothing,sweatshirts,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
clothing,swimming costume,Concrete,2,0.1,18.5,NA,NA,29,NA,3.666666667,NA,15,NA,NA
clothing,swimming trunks,Concrete,1,0.05,18,NA,NA,15,NA,NA,NA,NA,NA,NA
clothing,swimsuit,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
clothing,swimwear,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
clothing,t-shirt,Concrete,11,0.55,5.545454545,2,0.1,302,2.7215,NA,3.86,6,NA,4.93
clothing,t-shirts,Concrete,3,0.15,3.333333333,1,0.05,89,2.008,NA,3.57,7,NA,NA
clothing,tank top,Concrete,2,0.1,14,NA,NA,38,NA,4.583333333,NA,7,NA,4.93
clothing,thermal top,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
clothing,thermals,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
clothing,three-quarter length shorts,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
clothing,tie,Concrete,2,0.1,15.5,NA,NA,35,NA,4.166666667,4.58,3,4.74,4.81
clothing,tights,Concrete,3,0.15,16.33333333,NA,NA,50,NA,4.333333333,3.5,6,7.22,4.62
clothing,top,Concrete,4,0.2,3,2,0.1,120,3.8285,4.333333333,5.64,3,3.89,3.93
clothing,trackies,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
clothing,tracks,Concrete,1,0.05,1,1,0.05,32,2.94,NA,NA,NA,NA,NA
clothing,tracksuit,Concrete,1,0.05,22,NA,NA,11,NA,NA,NA,NA,NA,NA
clothing,tracksuits,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
clothing,trainers,Concrete,2,0.1,8,NA,NA,50,NA,3.583333333,3.88,8,NA,NA
clothing,trenchcoat,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
clothing,trouser,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
clothing,trousers,Concrete,9,0.45,6.777777778,NA,NA,236,NA,5,4.24,8,7.89,4.93
clothing,tuxedo,Concrete,1,0.05,20,NA,NA,13,NA,NA,NA,NA,NA,NA
clothing,tweed jacket,Concrete,1,0.05,24,NA,NA,9,NA,NA,NA,NA,NA,NA
clothing,undergarments,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
clothing,underpants,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
clothing,underwear,Concrete,8,0.4,7.75,NA,NA,202,NA,4.666666667,3.72,9,3.94,4.96
clothing,vest,Concrete,6,0.3,6.5,1,0.05,159,2.267,4.333333333,3.54,4,5.83,4.52
clothing,vest top,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
