token,rating-human,specificity1,specificity2,specificity3
tailcoat,4.67,3.4609294751908695,3.495393602538275,2.571428571428571
clutch,3.7,2.819276230795293,2.7923246281673695,2.142857142857143
habitation,3.08,3.0458364962299025,3.0426601561274027,2.142857142857143
tenor,3.04,2.9177281134935296,2.8997040887159753,1.7142857142857144
scrounger,2.84,3.4609294751908695,3.4455546967631263,2.7142857142857144
cramp,4.09,2.7366609929277494,2.7022178731407496,2.0
imagery,2.48,2.7742358153812323,2.7431999656679418,2.0
melody,3.71,2.482501156852341,2.42501092347393,1.7142857142857144
dogs,5.0,3.0472041769836853,3.0441518576310247,3.0
printing,4.22,2.9177281134935296,2.8997040887159753,1.7142857142857144
earner,3.7,3.4609294751908695,3.4455546967631263,2.857142857142857
grievance,2.19,3.2798623546250893,3.2946765198664267,2.2857142857142856
appeaser,1.93,3.5514630354737595,3.5442978045507396,2.7142857142857144
effects,2.83,3.008261673776419,2.998447196503588,1.8571428571428572
democrat,3.96,3.3703959149079794,3.3468115889755135,2.428571428571429
athletics,3.65,2.422726316820487,2.3598157245439797,2.0
dietitian,4.0,3.3703959149079794,3.3468115889755135,2.428571428571429
body,4.79,2.5827141311926693,2.537542037862628,1.7142857142857144
vaccine,4.69,2.754101837701011,2.724471113933391,1.8571428571428572
hospitableness,2.04,3.0987952340593092,3.097190304291201,2.0
snakebite,4.7,3.4609294751908695,3.4921627354416525,2.571428571428571
speaker,4.69,2.8647693756641224,2.795335034777028,2.428571428571429
champion,3.82,3.2798623546250893,3.2480684811879006,2.428571428571429
seaport,4.57,2.9553029359470124,2.94391704833979,2.0
endocrinologist,3.86,3.732530156039539,3.7417840201259653,3.0
declaration,2.52,2.4426145515898403,2.3815074165944363,1.7142857142857144
kitchenware,4.68,3.2798623546250893,3.297907386963049,2.2857142857142856
topcoat,4.76,3.3412506183215944,3.364862314177338,2.7142857142857144
history,2.96,2.9177281134935296,2.8997040887159753,1.7142857142857144
colonization,2.69,3.2798623546250893,3.2946765198664267,2.428571428571429
oceanfront,4.52,2.8271945532106395,2.8041918480249843,1.5714285714285714
servant,4.64,2.8647693756641224,2.795335034777028,2.2857142857142856
chateau,4.39,3.4609294751908695,3.495393602538275,2.571428571428571
modernism,2.12,3.1893287943421993,3.1991642791754358,2.142857142857143
sensor,3.96,2.8647693756641224,2.8451739405521765,2.0
funds,4.17,2.5555938723619693,2.5047316575655234,1.7142857142857144
boorishness,2.26,3.0987952340593092,3.097190304291201,2.0
wheat,4.89,3.297303199398351,3.316929760659068,2.7142857142857144
outpouring,2.46,2.6461274326448594,2.6067056324497586,1.5714285714285714
chastity,2.0,3.2798623546250893,3.2946765198664267,2.2857142857142856
suede,4.24,3.5514630354737595,3.6840836730299564,2.7142857142857144
coffeehouse,4.93,2.9553029359470124,2.94391704833979,2.142857142857143
lingerie,4.87,3.4079707373614623,3.437632587277854,2.7142857142857144
desert,4.86,3.4609294751908695,3.453996737591439,2.571428571428571
conjecture,1.75,3.1893287943421993,3.195933412078814,2.142857142857143
variation,2.46,2.6837022550983427,2.644456857880329,1.8571428571428572
portability,2.24,3.008261673776419,2.998447196503588,1.8571428571428572
bartender,4.82,3.1893287943421993,3.1493253734002877,2.428571428571429
churchyard,4.93,3.1893287943421993,3.1991642791754358,2.142857142857143
freshener,3.82,2.6461274326448594,1.3949724311504517,1.2857142857142856
diffusion,2.24,2.5264485757755843,2.476174344088822,1.5714285714285714
window,4.86,2.7689039600378695,2.7406154868783372,2.142857142857143
woofer,4.5,3.4609294751908695,3.495393602538275,2.571428571428571
effort,2.33,2.4094084413427126,2.345290189382336,1.8571428571428572
cadet,4.21,3.3703959149079794,3.3468115889755135,2.571428571428571
antennae,4.85,2.8761341333460875,2.857569249972457,2.142857142857143
refrigerant,3.93,2.6461274326448594,2.6067056324497586,1.5714285714285714
winter,3.84,3.008261673776419,2.998447196503588,1.8571428571428572
peek,3.62,3.2798623546250893,3.2946765198664267,2.2857142857142856
innocence,1.89,2.8271945532106395,2.8009609809283624,1.7142857142857144
thrower,3.46,3.2798623546250893,3.2480684811879006,2.2857142857142856
watcher,4.17,2.888582816907144,2.8213078694641256,2.2857142857142856
shrink,3.55,3.5890378579272424,3.5852798970779314,3.0
dictatorship,2.77,2.9177281134935296,2.8997040887159753,1.8571428571428572
cauliflower,5.0,3.3703959149079794,3.396650494750662,2.428571428571429
bayberry,4.35,3.3703959149079794,3.396650494750662,2.428571428571429
cola,4.79,3.1893287943421993,3.195933412078814,2.142857142857143
dad,4.29,3.732530156039539,3.7417840201259653,3.0
filings,4.21,2.9177281134935296,2.8997040887159753,1.7142857142857144
cryptology,3.08,3.1893287943421993,3.195933412078814,2.142857142857143
vengeance,2.04,3.1893287943421993,3.195933412078814,2.142857142857143
igloo,4.73,3.1893287943421993,3.1991642791754358,2.142857142857143
savvy,2.03,2.754101837701011,2.7212402468367687,2.0
content,2.59,2.8271945532106395,2.8009609809283624,1.5714285714285714
hookup,3.48,3.0987952340593092,3.100421171387823,2.0
governance,2.11,2.540209956995099,2.4879527348322954,1.7142857142857144
theology,1.93,2.8118106378437693,2.7841820581951344,2.0
annihilation,2.69,3.1893287943421993,3.195933412078814,2.428571428571429
rupee,4.68,3.008261673776419,2.998447196503588,2.0
particulate,3.19,3.008261673776419,3.091625026304279,2.142857142857143
plow,4.46,3.008261673776419,3.00167806360021,2.142857142857143
plumber,4.63,3.4609294751908695,3.4455546967631263,2.571428571428571
dachshund,4.67,3.8230637163224293,3.8903660336887262,3.2857142857142856
infestation,3.55,2.6045334524974173,2.5581090595129963,1.8571428571428572
neurotoxin,3.12,2.754101837701011,2.724471113933391,1.8571428571428572
wink,4.23,3.0987952340593092,3.097190304291201,2.0
muscle,4.5,2.49861597685671,2.4458178960887773,2.0
object,3.66,1.3014883025099957,1.1401351568526363,1.2857142857142856
butterball,4.0,3.2798623546250893,3.2480684811879006,2.2857142857142856
camp,4.35,3.0987952340593092,3.100421171387823,2.2857142857142856
excommunication,2.3,3.008261673776419,2.998447196503588,1.8571428571428572
collard,3.96,3.4609294751908695,3.495393602538275,2.571428571428571
link,3.43,2.9177281134935296,2.8997040887159753,1.7142857142857144
wristlet,4.38,3.0987952340593092,3.100421171387823,2.0
noodle,4.71,2.9177281134935296,2.902934955812597,1.8571428571428572
attractor,2.79,3.2798623546250893,3.2480684811879006,2.2857142857142856
fornicator,3.81,3.2269036167956826,3.19030746592748,2.428571428571429
plutonium,4.3,3.0458364962299025,3.132607118831471,2.142857142857143
minion,3.11,3.4609294751908695,3.4455546967631263,2.571428571428571
immensity,2.0,3.008261673776419,2.998447196503588,2.0
codex,3.78,3.0987952340593092,3.097190304291201,2.0
contest,3.52,2.297981527295397,2.2237591267565433,1.7142857142857144
ethnicity,2.6,2.8271945532106395,2.8009609809283624,1.5714285714285714
yodel,4.2,3.008261673776419,2.998447196503588,1.8571428571428572
transfusion,3.41,3.1893287943421993,3.195933412078814,2.2857142857142856
solicitation,2.96,3.008261673776419,2.998447196503588,2.142857142857143
hankering,2.19,3.0987952340593092,3.097190304291201,2.0
checklist,4.61,3.0987952340593092,3.097190304291201,2.0
serpent,4.97,2.841182888992737,2.819448640578843,2.571428571428571
cap,4.59,2.9177281134935296,2.902934955812597,2.428571428571429
crispness,3.58,3.0987952340593092,3.097190304291201,2.0
diaphragm,3.93,3.1893287943421993,3.1991642791754358,2.2857142857142856
drawers,4.96,3.5514630354737595,3.5941367103258877,2.7142857142857144
disposition,2.1,2.31754885629093,2.2451008134169292,1.7142857142857144
application,3.4,2.754101837701011,2.7212402468367687,2.0
powerboat,4.76,3.206769639115461,3.2181866528714553,2.571428571428571
excellence,2.2,2.5931686948154526,2.545713750092716,1.5714285714285714
stoutness,3.4,2.9177281134935296,2.8997040887159753,1.7142857142857144
village,4.89,2.9177281134935296,2.8997040887159753,1.8571428571428572
shorthand,3.57,3.008261673776419,2.998447196503588,1.8571428571428572
chief,4.26,2.719475499781403,2.6368659675839976,2.2857142857142856
casket,4.86,3.0458364962299025,3.0426601561274027,2.142857142857143
priest,4.77,3.4985042976443523,3.4865367892903185,3.2857142857142856
scheme,2.41,2.798049256624254,2.7691728003550384,2.142857142857143
sedan,4.72,3.5514630354737595,3.5941367103258877,2.857142857142857
genitals,4.96,2.844635397983901,2.8232142217210034,2.0
rust,4.52,3.5514630354737595,3.6840836730299564,2.7142857142857144
condor,4.46,3.4985042976443523,3.536375695065467,2.857142857142857
riveter,4.17,3.3703959149079794,3.3468115889755135,2.428571428571429
cobra,5.0,3.4317841786044845,3.4636054219649512,2.857142857142857
cortex,3.79,2.9553029359470124,2.94391704833979,2.0
blaster,3.67,3.4609294751908695,3.4455546967631263,2.571428571428571
chewer,3.72,3.2798623546250893,3.2480684811879006,2.428571428571429
cumin,4.93,3.2798623546250893,3.297907386963049,2.2857142857142856
tinkle,3.52,3.008261673776419,2.998447196503588,1.8571428571428572
conquistador,4.34,3.2798623546250893,3.2480684811879006,2.2857142857142856
spearmint,4.7,3.3703959149079794,3.396650494750662,2.428571428571429
fang,4.26,3.1893287943421993,3.195933412078814,2.142857142857143
lifetime,2.15,2.7366609929277494,2.7022178731407496,1.7142857142857144
oxide,3.87,2.909809791078183,2.984245565755673,2.428571428571429
brow,4.39,3.008261673776419,3.00167806360021,1.8571428571428572
maintenance,3.07,3.083411318692439,3.080411381557973,2.428571428571429
angelfish,5.0,3.9135972766053198,3.989109141476339,3.2857142857142856
oppressiveness,1.41,3.008261673776419,2.998447196503588,2.0
genome,3.39,2.9177281134935296,2.8997040887159753,1.7142857142857144
bashfulness,2.07,3.0987952340593092,3.097190304291201,2.0
tit,4.64,3.2798623546250893,3.297907386963049,2.2857142857142856
regime,2.86,2.5878368394720894,2.5398984042064896,1.8571428571428572
linoleum,4.85,3.0987952340593092,3.100421171387823,2.0
extinction,2.43,2.9177281134935296,2.8997040887159753,1.7142857142857144
pillar,4.77,2.9351689582667913,2.9187264624119944,2.142857142857143
impersonation,2.46,2.7742358153812323,2.7431999656679418,1.7142857142857144
dispute,2.9,2.7450905188039005,2.711411785094618,2.0
enthusiasm,2.34,2.6837022550983427,2.644456857880329,1.7142857142857144
marksman,4.12,3.1601834977558143,3.117537192826964,2.428571428571429
moneyman,3.55,3.0458364962299025,2.9928212503522538,2.2857142857142856
cohabitation,2.86,3.0987952340593092,3.097190304291201,2.142857142857143
crash,3.79,3.0987952340593092,3.097190304291201,2.0
ridicule,2.07,2.9177281134935296,2.8997040887159753,1.7142857142857144
troublemaker,2.96,2.9666676936289775,2.906473451984922,2.2857142857142856
reasonableness,1.93,3.1893287943421993,3.195933412078814,2.142857142857143
lightness,2.6,3.008261673776419,2.998447196503588,2.0
battalion,3.75,3.0987952340593092,3.097190304291201,2.142857142857143
defeatist,2.08,3.4609294751908695,3.4455546967631263,2.571428571428571
crooner,3.48,3.5514630354737595,3.5442978045507396,2.7142857142857144
fishmonger,3.92,3.5514630354737595,3.5442978045507396,2.7142857142857144
interface,2.81,3.0987952340593092,3.100421171387823,2.142857142857143
manifestation,2.39,2.798049256624254,2.7691728003550384,1.8571428571428572
subtitle,3.84,3.1893287943421993,3.195933412078814,2.142857142857143
disappearance,2.4,2.9177281134935296,2.8997040887159753,1.8571428571428572
cliche,2.33,3.1893287943421993,3.195933412078814,2.142857142857143
mortality,1.46,3.0987952340593092,3.097190304291201,2.0
bag,4.9,2.5640233982381204,2.5171564366160144,2.0
typesetter,3.82,3.4609294751908695,3.4455546967631263,2.571428571428571
flick,3.71,3.008261673776419,2.998447196503588,1.8571428571428572
underbelly,4.04,3.3703959149079794,3.396650494750662,2.428571428571429
strategy,1.93,2.798049256624254,2.7691728003550384,2.142857142857143
gunfire,4.66,2.9553029359470124,2.9406861812431675,2.0
picket,4.0,3.5514630354737595,3.5442978045507396,2.7142857142857144
sneezer,3.88,3.1893287943421993,3.1493253734002877,2.142857142857143
stapler,4.62,3.1893287943421993,3.1991642791754358,2.142857142857143
circle,4.44,2.979116377190034,2.9666590159302646,2.142857142857143
fragility,2.11,3.008261673776419,2.998447196503588,1.8571428571428572
misrepresentation,1.55,2.6106095395977675,2.5647361237887347,1.8571428571428572
guru,3.6,3.4609294751908695,3.4455546967631263,2.571428571428571
subject,3.14,2.4426145515898403,2.3815074165944363,1.5714285714285714
chill,2.89,3.641996595756649,3.6928798181135005,2.857142857142857
cunt,4.21,3.3703959149079794,3.3468115889755135,2.428571428571429
sacrifice,2.8,2.9177281134935296,2.8997040887159753,1.7142857142857144
sclerosis,3.68,3.008261673776419,2.998447196503588,2.2857142857142856
rating,2.26,2.8647693756641224,2.841943073455555,2.142857142857143
legality,1.77,2.7742358153812323,2.7431999656679418,1.7142857142857144
crucifix,4.45,3.2798623546250893,3.297907386963049,2.2857142857142856
calibration,3.0,2.6837022550983427,2.644456857880329,1.8571428571428572
bike,5.0,3.3703959149079794,3.396650494750662,2.7142857142857144
watercolor,4.33,3.1363700565127925,3.1414032639150156,2.2857142857142856
barbwire,4.68,3.2798623546250893,3.297907386963049,2.428571428571429
aspiration,1.81,3.008261673776419,2.998447196503588,1.8571428571428572
aftertaste,2.59,3.2798623546250893,3.2946765198664267,2.2857142857142856
sprig,4.29,3.0696499374729243,3.0686329908144994,2.2857142857142856
egomaniac,2.39,3.4609294751908695,3.4455546967631263,2.571428571428571
miles,3.61,3.008261673776419,2.998447196503588,1.8571428571428572
octane,3.4,3.5514630354737595,3.6840836730299564,2.7142857142857144
wallop,3.45,2.9177281134935296,2.902934955812597,1.7142857142857144
paintball,4.79,3.1893287943421993,3.1991642791754358,2.142857142857143
dinnerware,4.79,3.1893287943421993,3.1991642791754358,2.142857142857143
peeve,2.0,3.008261673776419,2.998447196503588,1.8571428571428572
candlepower,3.6,3.008261673776419,2.998447196503588,1.8571428571428572
teaspoon,4.76,2.9177281134935296,2.8997040887159753,1.7142857142857144
eccentricity,1.84,3.0987952340593092,3.097190304291201,2.142857142857143
surf,4.57,3.0987952340593092,3.097190304291201,2.0
pastor,4.37,3.3703959149079794,3.3468115889755135,2.571428571428571
cleverness,2.07,2.8647693756641224,2.841943073455555,1.8571428571428572
superiority,1.93,2.798049256624254,2.7691728003550384,1.8571428571428572
sabbatical,2.43,3.008261673776419,2.998447196503588,2.0
kink,3.57,3.1893287943421993,3.195933412078814,2.142857142857143
lumberyard,4.56,3.0987952340593092,3.100421171387823,2.0
mainstay,2.19,3.3703959149079794,3.3468115889755135,2.428571428571429
warrior,4.17,2.9177281134935296,2.853096050037449,2.142857142857143
oscillator,3.79,3.1363700565127925,3.1414032639150156,2.2857142857142856
seawater,4.41,3.641996595756649,3.4022889706789385,3.0
deconstruction,3.04,3.1893287943421993,3.195933412078814,2.142857142857143
merchandise,4.52,2.6236816721556204,2.582224499266284,1.8571428571428572
guitarist,4.58,3.4609294751908695,3.4455546967631263,2.571428571428571
pertinence,2.0,2.8271945532106395,2.8009609809283624,1.7142857142857144
incubation,3.32,3.1893287943421993,3.195933412078814,2.142857142857143
pawnbroker,4.37,3.641996595756649,3.6430409123383525,2.857142857142857
floodgate,4.43,3.3703959149079794,3.3934196276540396,2.428571428571429
deprivation,1.96,3.0987952340593092,3.097190304291201,2.0
televangelist,4.04,3.641996595756649,3.6430409123383525,2.857142857142857
tricolor,3.46,3.2798623546250893,3.297907386963049,2.2857142857142856
wasteland,4.0,3.008261673776419,3.00167806360021,2.0
boozer,3.37,3.5514630354737595,3.5442978045507396,2.7142857142857144
gizzard,4.45,3.2798623546250893,3.297907386963049,2.2857142857142856
proponent,3.07,2.575388155911032,2.479712840261146,2.142857142857143
laundering,2.82,3.1893287943421993,3.195933412078814,2.142857142857143
noodles,4.96,2.9177281134935296,2.902934955812597,1.8571428571428572
postmortem,3.7,3.008261673776419,2.998447196503588,1.8571428571428572
luminosity,2.68,2.7366609929277494,2.7022178731407496,1.7142857142857144
kindergarten,3.9,3.1893287943421993,3.195933412078814,2.142857142857143
illegitimacy,1.69,2.9177281134935296,2.8997040887159753,1.7142857142857144
farmhouse,4.74,3.3703959149079794,3.396650494750662,2.428571428571429
coward,2.93,2.888582816907144,2.8213078694641256,2.142857142857143
covenant,2.69,3.4609294751908695,3.4921627354416525,2.571428571428571
mimicry,3.0,3.641996595756649,3.782826780817569,3.0
supermom,2.86,3.732530156039539,3.7417840201259653,3.0
ethic,1.59,3.1893287943421993,3.195933412078814,2.2857142857142856
baldhead,4.44,3.1893287943421993,3.1493253734002877,2.142857142857143
flatfoot,4.07,3.4609294751908695,3.4455546967631263,2.571428571428571
wave,4.55,2.6545569585210105,2.6126686773070054,1.8571428571428572
gawkiness,2.48,3.0987952340593092,3.097190304291201,2.0
reader,3.89,3.2798623546250893,3.2480684811879006,2.428571428571429
discharge,3.83,2.4973032791891994,2.4411552964188763,1.7142857142857144
emotionalism,1.92,2.4734898379552304,2.4151824617317796,1.5714285714285714
suffrage,2.38,3.3703959149079794,3.3934196276540396,2.571428571428571
checkout,3.96,3.2798623546250893,3.2946765198664267,2.428571428571429
academia,2.12,3.008261673776419,2.998447196503588,1.8571428571428572
chart,4.48,2.4921805709097793,2.4355680629783927,1.5714285714285714
reaction,2.41,2.4610411543941737,2.404835803561585,1.7142857142857144
shaft,4.71,3.008261673776419,2.998447196503588,1.8571428571428572
entryway,4.43,2.728742670512403,2.6968123874763785,2.0
conventionality,1.96,3.1893287943421993,3.195933412078814,2.142857142857143
connector,4.18,2.4392218330894258,2.381037914814594,1.8571428571428572
condom,4.87,3.1893287943421993,3.1991642791754358,2.142857142857143
spot,4.21,2.391967596569451,2.329498682782939,1.7142857142857144
satellite,4.73,2.7637812517584495,2.7350282534378536,2.0
paradox,1.54,3.0987952340593092,3.097190304291201,2.0
daybed,4.41,3.3703959149079794,3.396650494750662,2.428571428571429
megabyte,3.07,3.008261673776419,2.998447196503588,1.8571428571428572
whirlwind,4.07,3.1893287943421993,3.1991642791754358,2.2857142857142856
holdup,3.04,3.5514630354737595,3.5909058432292658,2.7142857142857144
unacceptability,1.96,2.7366609929277494,2.7022178731407496,1.7142857142857144
menace,2.3,2.7366609929277494,2.7054487402373715,1.5714285714285714
stamen,3.75,3.1893287943421993,3.1991642791754358,2.142857142857143
exterior,4.0,2.8271945532106395,2.8041918480249843,1.7142857142857144
erection,4.22,3.1893287943421993,3.195933412078814,2.142857142857143
damper,3.13,3.0987952340593092,3.100421171387823,2.0
menstruation,4.0,2.8647693756641224,2.8451739405521765,1.8571428571428572
mathematics,2.52,2.6783703997549795,2.638641511994102,2.142857142857143
deadbolt,4.52,3.0987952340593092,3.100421171387823,2.142857142857143
irritant,3.67,3.1893287943421993,3.195933412078814,2.142857142857143
taskmaster,3.46,3.317437177078572,3.289050573715093,2.571428571428571
midwinter,3.41,2.9177281134935296,2.8997040887159753,1.7142857142857144
zucchini,4.87,3.5514630354737595,3.5941367103258877,2.7142857142857144
mayday,2.74,2.9177281134935296,2.8997040887159753,1.7142857142857144
constancy,1.83,2.7366609929277494,2.7022178731407496,1.7142857142857144
tetherball,4.74,3.3703959149079794,3.3934196276540396,2.428571428571429
appearance,2.57,2.200805231227468,2.1177709225224053,1.5714285714285714
bark,4.52,2.6461274326448594,2.6067056324497586,1.8571428571428572
psoriasis,3.84,3.4609294751908695,3.4921627354416525,2.571428571428571
handicap,3.07,2.7011430998806576,2.663479231576348,2.2857142857142856
scarcity,2.07,2.9553029359470124,2.9406861812431675,2.0
guerrilla,4.24,3.1363700565127925,3.091564358139867,2.2857142857142856
metaphysics,2.0,3.1363700565127925,3.138172396818393,2.2857142857142856
landowner,4.29,3.083411318692439,3.033803342879446,2.428571428571429
honey,4.88,3.2798623546250893,3.297907386963049,2.2857142857142856
dueler,4.0,3.2798623546250893,3.2480684811879006,2.2857142857142856
devilfish,4.3,3.8230637163224293,3.8903660336887262,3.142857142857143
washroom,4.76,3.2798623546250893,3.297907386963049,2.2857142857142856
equilateral,2.7,2.9177281134935296,2.8997040887159753,1.7142857142857144
inspirer,2.4,3.2798623546250893,3.2480684811879006,2.2857142857142856
protrusion,3.9,2.8118106378437693,2.7841820581951344,2.0
hunger,3.3,2.8647693756641224,2.841943073455555,2.0
steel,4.87,2.844635397983901,2.913161184425072,2.2857142857142856
mane,4.73,3.0987952340593092,3.100421171387823,2.142857142857143
forbearance,1.92,3.0987952340593092,3.097190304291201,2.0
tollbooth,4.76,3.3703959149079794,3.396650494750662,2.428571428571429
destroyer,3.59,3.4985042976443523,3.536375695065467,2.857142857142857
linguistics,2.63,2.7408077640213295,2.7067406718012887,2.142857142857143
schoolmate,4.64,3.2798623546250893,3.2480684811879006,2.2857142857142856
chancellor,4.2,3.732530156039539,3.7417840201259653,3.0
guts,3.85,3.732530156039539,3.3100419514871957,3.0
spiral,4.18,3.008261673776419,2.998447196503588,1.8571428571428572
cinematographer,4.32,3.4609294751908695,3.4455546967631263,2.571428571428571
spices,4.66,3.3703959149079794,3.4865974574547303,2.571428571428571
fogginess,3.31,3.1893287943421993,3.1991642791754358,2.2857142857142856
anchorage,3.48,2.9177281134935296,2.8997040887159753,1.7142857142857144
pork,4.79,2.7742358153812323,2.746430832764564,1.8571428571428572
goon,3.3,3.2798623546250893,3.2480684811879006,2.2857142857142856
sundae,4.59,3.2798623546250893,3.297907386963049,2.2857142857142856
jurisdiction,2.07,2.9177281134935296,2.8997040887159753,1.7142857142857144
tutorial,3.07,3.1893287943421993,3.195933412078814,2.142857142857143
paparazzi,4.11,3.4609294751908695,3.4455546967631263,2.571428571428571
chalice,4.83,3.5514630354737595,3.5941367103258877,2.7142857142857144
risotto,4.36,3.0987952340593092,3.100421171387823,2.0
counterculture,1.97,3.1893287943421993,3.195933412078814,2.2857142857142856
clang,3.96,3.0987952340593092,3.097190304291201,2.0
victim,3.59,2.9261576393696807,2.8622899619913174,2.2857142857142856
elevation,3.79,3.1893287943421993,3.195933412078814,2.142857142857143
rioting,3.79,2.9177281134935296,2.8997040887159753,1.7142857142857144
volt,3.43,3.0987952340593092,3.097190304291201,2.0
gymnasium,4.81,2.8543148120413395,2.8305404941288446,2.142857142857143
stride,3.81,3.3703959149079794,3.3934196276540396,2.428571428571429
file,4.41,2.638209110229513,2.5948384125921438,1.8571428571428572
bear,4.88,3.2269036167956826,3.2401463717026284,2.7142857142857144
haiku,3.58,3.0987952340593092,3.097190304291201,2.0
lumberman,4.43,3.4609294751908695,3.4455546967631263,2.7142857142857144
span,3.0,2.9177281134935296,2.8997040887159753,1.8571428571428572
cabin,4.92,3.1893287943421993,3.1991642791754358,2.2857142857142856
hailstone,4.57,3.008261673776419,3.00167806360021,1.8571428571428572
sideboard,4.42,3.0987952340593092,3.100421171387823,2.0
telescope,5.0,2.98581591328718,2.9771969304167354,2.428571428571429
consul,3.36,3.5514630354737595,3.5442978045507396,2.7142857142857144
splash,4.19,3.008261673776419,2.998447196503588,2.0
terrarium,4.55,3.2798623546250893,3.297907386963049,2.2857142857142856
hysteria,2.86,3.2269036167956826,3.2369155046060065,2.428571428571429
theft,2.93,2.9727437807293278,2.9597085549391866,2.428571428571429
monologue,3.3,2.9177281134935296,2.8997040887159753,1.7142857142857144
skies,4.83,2.8647693756641224,2.8451739405521765,1.8571428571428572
premises,3.2,3.1893287943421993,3.1991642791754358,2.142857142857143
bitch,3.72,3.008261673776419,2.998447196503588,1.8571428571428572
rosary,4.63,3.008261673776419,2.998447196503588,1.8571428571428572
seduction,2.21,3.1893287943421993,3.195933412078814,2.142857142857143
game,4.5,2.3202145063323956,2.2480081835510415,1.8571428571428572
copyist,3.75,3.3703959149079794,3.3468115889755135,2.428571428571429
slick,3.69,3.0987952340593092,3.097190304291201,2.0
bootlegger,3.86,3.5514630354737595,3.5442978045507396,2.7142857142857144
orgasm,3.97,3.3703959149079794,3.3934196276540396,2.571428571428571
illustration,4.36,2.7742358153812323,2.7431999656679418,1.7142857142857144
dude,3.93,3.4609294751908695,3.4455546967631263,2.571428571428571
ocean,4.86,2.7366609929277494,2.7054487402373715,1.5714285714285714
applicator,4.26,2.9177281134935296,2.902934955812597,2.0
fullness,2.58,3.008261673776419,2.998447196503588,1.8571428571428572
disobedience,2.52,2.9351689582667913,2.9187264624119944,2.142857142857143
nap,4.03,2.7742358153812323,2.7431999656679418,1.7142857142857144
reinforcement,2.86,3.008261673776419,2.998447196503588,2.0
turbine,4.59,3.3703959149079794,3.396650494750662,2.857142857142857
supplier,3.41,2.979116377190034,2.9200509772517385,2.428571428571429
whore,4.15,3.206769639115461,3.168347747096307,2.571428571428571
sergeant,4.7,3.3288019347605373,3.3014458831353735,2.857142857142857
granddaddy,4.74,3.5514630354737595,3.5442978045507396,2.7142857142857144
asphyxia,3.52,3.008261673776419,2.998447196503588,1.8571428571428572
shortlist,3.13,3.0987952340593092,3.097190304291201,2.0
percent,2.7,2.844635397983901,2.819983354624382,2.0
prospector,3.57,3.5514630354737595,3.5442978045507396,2.857142857142857
swindler,3.37,3.2507170580387044,3.216280300614577,2.571428571428571
telekinesis,2.64,2.9177281134935296,2.8997040887159753,1.7142857142857144
showboat,3.67,3.641996595756649,3.6928798181135005,2.857142857142857
pad,4.43,3.0987952340593092,3.1903681340918917,2.2857142857142856
wafer,4.56,3.3703959149079794,3.4865974574547307,2.428571428571429
shareholder,3.72,3.2798623546250893,3.2480684811879006,2.428571428571429
beverage,4.6,2.699597373926018,2.374433359468493,2.571428571428571
coagulator,2.85,3.008261673776419,2.7460521754907417,1.8571428571428572
moccasin,4.78,3.1893287943421993,3.1991642791754358,2.142857142857143
queen,4.45,3.2798623546250893,3.297907386963049,2.428571428571429
lab,4.69,2.888582816907144,2.8711467752392736,2.0
winner,3.21,3.0696499374729243,3.0187940850393513,2.2857142857142856
disorganization,2.63,3.008261673776419,2.998447196503588,1.8571428571428572
deck,4.77,2.798049256624254,2.772403667451661,2.142857142857143
rummy,3.05,3.3703959149079794,3.3468115889755135,2.571428571428571
aggravation,1.53,3.1893287943421993,3.195933412078814,2.142857142857143
post,4.3,2.798049256624254,2.772403667451661,1.8571428571428572
gangrene,4.16,3.1363700565127925,3.138172396818393,2.2857142857142856
suspender,4.54,3.3703959149079794,3.396650494750662,2.428571428571429
trial,3.07,2.573034717135231,2.523754031261543,2.0
access,2.71,3.1363700565127925,3.138172396818393,2.2857142857142856
reaper,3.57,3.641996595756649,3.6430409123383525,3.0
sequel,2.86,3.0987952340593092,3.097190304291201,2.0
whimper,4.37,3.1893287943421993,3.195933412078814,2.142857142857143
provision,2.65,3.2798623546250893,3.2946765198664267,2.2857142857142856
cattle,4.64,3.4693590010670206,3.5045875144921435,3.2857142857142856
neon,4.07,3.4609294751908695,3.5853405652423436,2.571428571428571
thigh,4.9,3.0987952340593092,3.100421171387823,2.142857142857143
electrolysis,3.67,3.0987952340593092,3.100421171387823,2.0
joke,2.9,2.6169821360584744,2.5716865847798127,1.7142857142857144
oats,4.78,3.3412506183215944,3.364862314177338,2.7142857142857144
transcriber,4.22,3.2798623546250893,3.2480684811879006,2.2857142857142856
tension,2.6,3.0458364962299025,3.0394292890307804,2.142857142857143
starch,4.29,3.717146240672669,3.4842531557333234,3.4285714285714284
cartoon,4.33,2.8271945532106395,2.8009609809283624,1.7142857142857144
nemesis,2.89,3.1893287943421993,3.195933412078814,2.142857142857143
prophecy,1.93,2.9448483723242296,2.929283601916457,2.2857142857142856
electrocardiogram,4.16,2.9177281134935296,2.8997040887159753,1.7142857142857144
cobbler,4.53,3.2798623546250893,3.2480684811879006,2.428571428571429
technology,3.24,3.0458364962299025,3.0394292890307804,2.428571428571429
tribesman,4.61,3.4609294751908695,3.4455546967631263,2.571428571428571
tactics,2.48,3.1893287943421993,3.195933412078814,2.142857142857143
chanter,3.96,3.3703959149079794,3.396650494750662,2.428571428571429
crotch,4.77,3.0987952340593092,3.097190304291201,2.0
