Word,Concreteness,Spec_3,Lg10CD,length,Valence,Arousal,Dominance
penis,5.0,2.0,2.5391,5,0.354,0.81,0.556
penitentiary,4.42,2.428571428571429,2.0864,12,0.229,0.726,0.491
penmanship,3.85,1.8571428571428572,1.3802,10,0.677,0.284,0.509
pennant,4.37,1.8571428571428572,1.3979,7,0.542,0.38,0.426
penny,4.83,2.0,2.7767,5,0.615,0.302,0.324
pension,3.89,2.2857142857142856,2.29,7,0.625,0.409,0.406
pentagram,4.74,2.0,1.3802,9,0.51,0.433,0.466
penthouse,4.36,2.142857142857143,2.1818,9,0.592,0.43,0.395
people,4.82,1.4285714285714286,3.8971,6,0.604,0.4,0.5
pepper,4.59,2.428571428571429,2.4281,6,0.4,0.539,0.328
peppermint,4.43,2.428571428571429,1.7634,10,0.72,0.264,0.271
pepperoni,5.0,2.0,1.9494,9,0.796,0.472,0.358
percent,2.7,2.0,2.8982,7,0.47,0.35,0.356
percentage,2.9,2.0,2.2175,10,0.469,0.4,0.553
percentile,2.97,2.428571428571429,1.3802,10,0.479,0.41,0.39
perception,2.0,1.8571428571428572,2.1614,10,0.653,0.481,0.655
perch,4.1,2.142857142857143,1.5798,5,0.531,0.3,0.314
percussion,3.52,2.0,1.3617,10,0.622,0.635,0.642
perfection,1.9,1.5714285714285714,2.3404,10,0.881,0.745,0.934
perfectionist,2.82,2.2857142857142856,1.5798,13,0.667,0.704,0.905
perforation,3.82,2.0,0.8451,11,0.365,0.668,0.578
performance,3.04,1.8571428571428572,2.8573,11,0.75,0.52,0.672
performer,4.04,2.2857142857142856,2.0043,9,0.541,0.53,0.708
perfume,4.66,2.2857142857142856,2.5933,7,0.74,0.472,0.463
peril,2.52,1.5714285714285714,1.9031,5,0.052,0.91,0.518
perimeter,3.46,1.8571428571428572,2.4942,9,0.47,0.443,0.555
period,3.31,1.5714285714285714,3.0099,6,0.396,0.324,0.588
periodical,3.47,2.2857142857142856,0.9542,10,0.55,0.298,0.43
periphery,2.81,1.8571428571428572,1.1461,9,0.469,0.36,0.366
periscope,4.78,2.2857142857142856,1.4472,9,0.604,0.375,0.609
perjury,2.22,2.428571428571429,1.8513,7,0.229,0.686,0.409
perk,3.03,2.2857142857142856,1.8062,4,0.903,0.519,0.682
perm,4.31,2.428571428571429,1.5682,4,0.667,0.465,0.741
permanence,1.84,1.8571428571428572,1.0414,10,0.771,0.37,0.708
permission,2.27,1.7142857142857144,3.0269,10,0.612,0.311,0.58
permutation,2.26,2.0,0.6021,11,0.385,0.588,0.5
peroxide,4.93,2.142857142857143,1.6128,8,0.458,0.529,0.51
perpetrator,3.38,2.428571428571429,1.8692,11,0.229,0.765,0.538
perpetuation,2.15,2.0,0.4771,12,0.51,0.677,0.716
perpetuity,1.84,2.0,1.2304,10,0.59,0.434,0.759
persecution,2.43,2.2857142857142856,1.7076,11,0.229,0.865,0.66
perseverance,1.92,1.8571428571428572,1.5563,12,0.888,0.63,0.796
persistence,2.21,2.142857142857143,1.5682,11,0.684,0.611,0.873
person,4.72,2.0,3.6733,6,0.646,0.363,0.596
persona,2.33,3.0,1.7709,7,0.741,0.48,0.743
personage,2.4,2.142857142857143,1.0792,9,0.653,0.324,0.698
personality,2.08,1.4285714285714286,2.752,11,0.896,0.513,0.79
personification,1.74,2.142857142857143,1.1139,15,0.76,0.471,0.691
personnel,3.56,1.7142857142857144,2.7284,9,0.729,0.344,0.587
perspective,2.38,1.8571428571428572,2.5289,11,0.688,0.47,0.704
perspiration,4.81,2.428571428571429,1.415,12,0.385,0.667,0.49
persuasion,1.9,1.8571428571428572,1.9494,10,0.612,0.67,0.537
perversion,2.04,1.8571428571428572,1.5563,10,0.083,0.83,0.49
pervert,2.97,2.571428571428571,2.4048,7,0.082,0.863,0.5
pessimism,1.88,1.8571428571428572,1.1461,9,0.083,0.484,0.264
pessimist,2.54,2.428571428571429,1.2553,9,0.125,0.47,0.218
pest,3.96,2.857142857142857,2.0531,4,0.188,0.68,0.452
pestilence,2.91,2.857142857142857,1.4624,10,0.122,0.66,0.283
pesto,4.46,2.428571428571429,1.0414,5,0.531,0.323,0.336
pet,4.71,2.0,2.7952,3,0.875,0.327,0.305
petal,4.57,2.2857142857142856,1.415,5,0.81,0.194,0.211
petition,4.12,1.5714285714285714,2.1206,8,0.498,0.575,0.415
petitioner,4.11,2.2857142857142856,1.2788,10,0.601,0.531,0.566
petrol,4.29,3.0,1.699,6,0.418,0.519,0.577
petroleum,4.69,3.857142857142857,1.7243,9,0.583,0.451,0.64
petticoat,4.68,2.571428571428571,1.5315,9,0.55,0.396,0.351
petunia,4.57,2.571428571428571,1.2041,7,0.583,0.26,0.356
pew,3.92,2.428571428571429,1.6021,3,0.449,0.235,0.664
pewter,4.52,2.2857142857142856,1.0414,6,0.396,0.26,0.321
phantom,2.43,2.142857142857143,2.0792,7,0.26,0.759,0.448
pharaoh,4.43,2.2857142857142856,1.6335,7,0.656,0.491,0.798
pharmacist,4.03,2.571428571428571,1.6435,10,0.592,0.382,0.648
pharmacology,2.78,2.7142857142857144,0.7782,12,0.56,0.44,0.526
pharmacy,4.78,2.7142857142857144,2.1173,8,0.531,0.337,0.542
phase,2.46,1.7142857142857144,2.6128,5,0.645,0.3,0.482
pheasant,4.75,3.0,1.4914,8,0.541,0.362,0.292
phenomenon,2.26,1.4285714285714286,2.2718,10,0.625,0.721,0.848
pheromone,3.59,2.428571428571429,1.0414,9,0.561,0.573,0.561
philanthropist,2.93,2.571428571428571,1.6128,14,0.704,0.463,0.623
philanthropy,2.21,2.142857142857143,0.699,12,0.745,0.412,0.801
philosopher,3.63,2.428571428571429,2.0607,11,0.684,0.316,0.72
philosophy,2.14,1.8571428571428572,2.5119,10,0.684,0.255,0.64
phlegm,4.48,1.8571428571428572,1.4472,6,0.173,0.394,0.24
phobia,2.1,2.2857142857142856,1.6128,6,0.173,0.904,0.291
phone,4.86,2.142857142857143,3.6535,5,0.729,0.344,0.418
phonetics,2.38,2.571428571428571,0.4771,9,0.646,0.425,0.519
phonics,2.82,2.571428571428571,0.7782,7,0.49,0.519,0.455
phonograph,4.59,2.142857142857143,1.6628,10,0.561,0.398,0.565
phosphate,4.08,2.571428571428571,1.1461,9,0.5,0.306,0.407
phosphorus,4.27,2.142857142857143,1.301,10,0.429,0.539,0.37
photo,4.93,2.0,2.8893,5,0.729,0.327,0.431
photograph,4.89,2.0,2.6107,10,0.677,0.353,0.358
photographer,4.76,2.428571428571429,2.4609,12,0.714,0.481,0.562
photography,4.1,2.142857142857143,2.1523,11,0.63,0.431,0.36
photon,3.38,2.2857142857142856,1.301,6,0.459,0.439,0.455
phrase,2.86,3.0,2.5575,6,0.63,0.264,0.314
phraseology,1.69,1.7142857142857144,0.6021,11,0.62,0.406,0.537
physician,4.65,2.7142857142857144,2.3729,9,0.583,0.49,0.843
physicist,4.26,2.2857142857142856,1.7324,9,0.635,0.538,0.693
physics,3.07,2.2857142857142856,2.3927,7,0.582,0.415,0.664
physiology,2.72,2.571428571428571,1.6232,10,0.521,0.451,0.519
physique,3.65,1.7142857142857144,1.5051,8,0.643,0.5,0.543
pi,3.25,2.2857142857142856,2.0,2,0.469,0.265,0.4
pianist,4.69,2.571428571428571,1.7924,7,0.806,0.491,0.573
piano,4.9,2.571428571428571,2.7767,5,0.704,0.343,0.438
piazza,3.5,2.142857142857143,1.3222,6,0.625,0.471,0.472
picker,3.83,2.142857142857143,1.2788,6,0.534,0.34,0.609
picket,4.0,2.7142857142857144,1.9395,6,0.365,0.615,0.451
pickle,4.64,2.428571428571429,2.1553,6,0.593,0.449,0.288
pickpocket,4.03,2.857142857142857,1.3802,10,0.365,0.704,0.449
pickup,4.24,2.857142857142857,2.4669,6,0.561,0.529,0.42
picnic,4.83,2.142857142857143,2.5933,6,0.625,0.47,0.375
pictorial,3.54,2.428571428571429,0.8451,9,0.704,0.481,0.476
picture,4.52,2.0,3.5023,7,0.714,0.308,0.462
pictures,4.71,2.0,3.2558,8,0.653,0.24,0.405
pie,4.92,2.0,2.8982,3,0.88,0.402,0.368
piece,4.14,1.5714285714285714,3.5454,5,0.646,0.245,0.367
pier,4.62,2.142857142857143,2.3304,4,0.583,0.279,0.445
piety,1.56,1.8571428571428572,1.3802,5,0.76,0.34,0.482
pig,5.0,3.0,3.0241,3,0.343,0.368,0.324
pigeon,4.71,2.7142857142857144,2.2601,6,0.688,0.224,0.276
piggy,4.64,2.2857142857142856,2.0864,5,0.541,0.365,0.412
piggyback,3.64,2.428571428571429,1.6335,9,0.438,0.49,0.343
piglet,4.93,2.2857142857142856,1.0792,6,0.54,0.443,0.25
pigment,4.4,2.2857142857142856,1.1461,7,0.39,0.333,0.339
pigskin,4.52,2.7142857142857144,1.2553,7,0.347,0.449,0.3
pigsty,3.91,2.2857142857142856,1.6128,6,0.133,0.529,0.221
pike,4.25,2.142857142857143,1.9031,4,0.427,0.41,0.452
pile,4.56,1.5714285714285714,2.7243,4,0.461,0.32,0.539
piles,4.19,2.142857142857143,1.8261,5,0.469,0.423,0.468
pileup,4.45,2.428571428571429,1.3617,6,0.34,0.559,0.446
pilgrim,4.43,2.428571428571429,1.8865,7,0.531,0.404,0.569
pilgrimage,2.15,2.428571428571429,1.6812,10,0.708,0.522,0.625
pill,4.72,1.8571428571428572,2.5888,4,0.573,0.407,0.368
pillar,4.77,2.142857142857143,1.8573,6,0.583,0.33,0.684
pillbox,4.96,2.7142857142857144,1.1461,7,0.385,0.339,0.296
pillow,5.0,2.0,2.6571,6,0.663,0.128,0.195
pillowcase,4.93,2.428571428571429,1.3979,10,0.5,0.179,0.25
pilot,4.67,2.571428571428571,2.7543,5,0.688,0.68,0.736
pimp,4.18,2.428571428571429,2.3766,4,0.146,0.7,0.536
pimple,4.77,2.857142857142857,1.8062,6,0.245,0.37,0.274
pin,4.92,2.142857142857143,2.7372,3,0.438,0.346,0.39
pinball,4.48,2.142857142857143,1.5911,7,0.582,0.64,0.442
pinch,4.0,1.8571428571428572,2.4183,5,0.34,0.632,0.339
pine,4.37,2.7142857142857144,2.3263,4,0.583,0.225,0.312
pineapple,4.94,2.2857142857142856,1.8976,9,0.677,0.316,0.245
ping,3.17,1.7142857142857144,1.9138,4,0.541,0.49,0.391
pinhead,3.75,2.2857142857142856,1.6021,7,0.459,0.3,0.308
pinhole,4.75,2.142857142857143,1.0414,7,0.375,0.279,0.345
pinkie,4.39,2.571428571428571,1.6232,6,0.663,0.265,0.269
pinnacle,2.67,2.142857142857143,1.3222,8,0.633,0.39,0.508
pint,4.43,2.2857142857142856,2.0899,4,0.686,0.333,0.321
pioneer,4.04,2.428571428571429,1.8692,7,0.796,0.618,0.802
pipe,4.88,2.2857142857142856,2.8089,4,0.541,0.34,0.33
pipeline,4.68,2.2857142857142856,1.7559,8,0.479,0.337,0.411
pipette,3.88,2.2857142857142856,0.301,7,0.48,0.403,0.418
piping,4.4,2.0,1.5441,6,0.365,0.337,0.405
piracy,2.81,2.857142857142857,1.4771,6,0.296,0.792,0.567
piranha,4.76,2.571428571428571,1.5563,7,0.219,0.799,0.575
pirate,4.64,2.857142857142857,2.2148,6,0.156,0.74,0.559
pisser,3.52,2.142857142857143,1.4314,6,0.378,0.547,0.398
pistachio,4.93,2.7142857142857144,1.3802,9,0.643,0.336,0.305
pistol,4.89,2.571428571428571,2.5119,6,0.17,0.9,0.677
piston,4.81,2.571428571428571,1.3979,6,0.398,0.48,0.5
pit,4.68,1.8571428571428572,2.6542,3,0.408,0.396,0.278
pita,4.29,2.7142857142857144,1.0414,4,0.551,0.279,0.255
pitch,4.0,1.7142857142857144,2.6767,5,0.521,0.431,0.465
pitcher,4.93,2.857142857142857,2.0334,7,0.51,0.673,0.704
pitchfork,5.0,2.2857142857142856,1.4624,9,0.312,0.58,0.529
pitfall,2.85,1.8571428571428572,0.301,7,0.177,0.775,0.508
pituitary,3.33,2.142857142857143,1.2788,9,0.406,0.365,0.442
pity,1.87,1.8571428571428572,2.9222,4,0.16,0.398,0.114
pixie,3.89,2.142857142857143,1.3617,5,0.562,0.537,0.325
pizza,5.0,2.0,2.9253,5,0.847,0.39,0.295
pizzazz,1.8,1.7142857142857144,1.2788,7,0.635,0.735,0.682
pizzeria,4.56,2.428571428571429,1.301,8,0.719,0.52,0.364
placard,4.46,1.5714285714285714,0.8451,7,0.388,0.442,0.5
place,3.48,1.7142857142857144,3.8621,5,0.573,0.261,0.398
placebo,3.17,2.142857142857143,1.3222,7,0.52,0.306,0.365
placement,3.07,1.5714285714285714,1.8692,9,0.643,0.46,0.528
placenta,4.79,2.142857142857143,1.3617,8,0.375,0.433,0.443
plagiarism,2.59,1.7142857142857144,1.1461,10,0.135,0.716,0.436
plague,3.41,2.857142857142857,2.4065,6,0.083,0.596,0.355
plaid,4.23,1.8571428571428572,1.8633,5,0.48,0.33,0.417
plaintiff,3.9,2.428571428571429,1.9777,9,0.365,0.806,0.711
plan,3.4,1.8571428571428572,3.5477,4,0.646,0.54,0.733
plane,4.92,2.571428571428571,3.2284,5,0.51,0.356,0.386
planet,4.58,1.8571428571428572,2.934,6,0.698,0.404,0.832
planetarium,4.55,2.0,1.2788,11,0.704,0.462,0.655
plank,5.0,2.0,1.8062,5,0.427,0.28,0.333
plankton,4.66,1.8571428571428572,1.301,8,0.552,0.321,0.371
planner,3.61,2.142857142857143,1.6435,7,0.76,0.469,0.868
plant,4.76,2.0,2.9201,5,0.73,0.18,0.371
plantation,4.5,2.0,1.9138,10,0.573,0.585,0.575
planter,4.61,2.428571428571429,1.3617,7,0.604,0.45,0.634
plaque,4.7,2.2857142857142856,1.8195,6,0.52,0.333,0.42
plasma,4.17,2.428571428571429,2.1818,6,0.474,0.398,0.36
plaster,4.59,2.857142857142857,2.0212,7,0.438,0.264,0.255
plastic,4.79,1.5714285714285714,2.8338,7,0.49,0.269,0.32
plasticity,2.44,1.7142857142857144,0.699,10,0.542,0.471,0.402
plate,4.77,2.428571428571429,2.9666,5,0.583,0.245,0.366
plateau,4.31,1.8571428571428572,1.415,7,0.611,0.316,0.4
platform,4.48,2.0,2.3502,8,0.602,0.34,0.718
plating,3.75,2.0,1.2788,7,0.576,0.368,0.433
platinum,4.44,2.428571428571429,2.017,8,0.75,0.518,0.702
platoon,4.48,2.142857142857143,2.0934,7,0.448,0.7,0.745
platter,4.93,2.2857142857142856,2.1106,7,0.686,0.245,0.219
plausibility,1.43,1.7142857142857144,0.699,12,0.705,0.451,0.57
playback,3.43,2.571428571428571,1.7243,8,0.656,0.559,0.639
playbook,4.38,2.2857142857142856,1.4314,8,0.673,0.582,0.5
playboy,3.36,2.428571428571429,2.1703,7,0.646,0.9,0.519
player,4.15,2.2857142857142856,3.0137,6,0.557,0.688,0.644
playground,4.77,1.8571428571428572,2.2878,10,0.888,0.62,0.435
playhouse,4.72,1.8571428571428572,1.3424,9,0.719,0.729,0.426
playmate,3.79,2.428571428571429,1.699,8,0.878,0.509,0.398
playoff,3.48,1.8571428571428572,1.3222,7,0.622,0.716,0.55
playpen,4.76,2.142857142857143,1.3617,7,0.698,0.481,0.475
playroom,4.71,2.2857142857142856,1.3802,8,0.844,0.661,0.38
plaything,3.68,1.7142857142857144,1.2788,9,0.708,0.602,0.277
playtime,3.52,2.0,1.6335,8,0.76,0.596,0.566
playwright,3.56,2.428571428571429,1.6435,10,0.672,0.55,0.667
plaza,4.44,2.142857142857143,2.243,5,0.69,0.346,0.529
plea,2.39,2.142857142857143,2.3345,4,0.633,0.491,0.517
pleasure,2.04,1.7142857142857144,3.4059,8,0.939,0.74,0.682
pleat,4.62,1.8571428571428572,0.6021,5,0.49,0.345,0.316
pledge,2.61,2.142857142857143,2.3655,6,0.719,0.49,0.764
plethora,2.38,2.0,1.0414,8,0.646,0.602,0.547
pliers,4.93,2.7142857142857144,1.699,6,0.561,0.334,0.441
plight,2.04,1.8571428571428572,1.7243,6,0.45,0.52,0.547
plot,3.14,2.2857142857142856,2.6138,4,0.469,0.567,0.51
plow,4.46,2.142857142857143,1.8692,4,0.531,0.56,0.456
ploy,2.21,1.8571428571428572,1.8388,4,0.458,0.559,0.741
plug,4.64,2.142857142857143,2.5988,4,0.531,0.356,0.473
plum,4.85,2.7142857142857144,2.0531,4,0.724,0.306,0.17
plumage,3.93,3.0,0.9031,7,0.656,0.286,0.284
plumber,4.63,2.571428571428571,2.179,7,0.327,0.51,0.448
plumbing,4.24,2.0,2.301,8,0.469,0.427,0.441
plume,4.0,1.5714285714285714,1.2041,5,0.469,0.323,0.375
plunge,3.04,2.428571428571429,2.0086,6,0.307,0.69,0.55
plural,2.59,2.0,1.6232,6,0.56,0.432,0.564
plurality,2.54,1.5714285714285714,0.301,9,0.683,0.473,0.587
plutonium,4.3,2.142857142857143,1.716,9,0.406,0.675,0.731
plywood,4.82,2.2857142857142856,1.3617,7,0.561,0.245,0.38
pneumonia,3.83,2.571428571428571,2.2672,9,0.208,0.608,0.324
poacher,4.0,2.428571428571429,1.3222,7,0.24,0.673,0.612
pocket,4.68,2.2857142857142856,3.1082,6,0.458,0.275,0.34
pocketbook,5.0,2.0,1.7559,10,0.551,0.231,0.343
pocketful,3.93,1.7142857142857144,1.2553,9,0.594,0.279,0.306
pod,4.63,2.142857142857143,2.1106,3,0.48,0.396,0.339
podium,4.89,2.142857142857143,1.7076,6,0.627,0.365,0.702
poem,4.03,1.8571428571428572,2.4983,4,0.81,0.27,0.571
poet,4.36,2.428571428571429,2.4393,4,0.827,0.35,0.556
poetry,3.5,1.7142857142857144,2.5911,6,0.697,0.235,0.629
point,3.39,2.2857142857142856,3.7163,5,0.49,0.193,0.431
pointer,4.11,2.0,1.5315,7,0.583,0.382,0.5
poise,2.39,1.8571428571428572,1.5563,5,0.677,0.202,0.708
poison,4.27,1.5714285714285714,2.8432,6,0.083,0.76,0.573
poisoning,3.41,1.8571428571428572,2.356,9,0.094,0.837,0.526
poker,4.2,2.142857142857143,2.6395,5,0.48,0.689,0.398
polarity,2.19,1.5714285714285714,1.2041,8,0.51,0.472,0.5
pole,4.66,2.142857142857143,2.5966,4,0.418,0.398,0.368
police,4.79,2.428571428571429,3.5276,6,0.458,0.77,0.83
policeman,4.93,2.571428571428571,2.5877,9,0.542,0.708,0.898
policewoman,4.89,2.7142857142857144,1.2788,11,0.53,0.74,0.727
policy,2.76,2.142857142857143,2.9284,6,0.324,0.735,0.833
polio,3.59,2.7142857142857144,1.5185,5,0.296,0.452,0.409
polish,4.23,2.571428571428571,2.5132,6,0.604,0.412,0.533
politeness,1.79,2.0,1.415,10,0.875,0.353,0.618
politician,4.33,2.2857142857142856,2.143,10,0.323,0.551,0.863
politics,2.66,1.5714285714285714,2.7243,8,0.25,0.528,0.855
polka,3.47,1.8571428571428572,1.8325,5,0.604,0.451,0.426
poll,3.31,2.2857142857142856,1.9031,4,0.552,0.5,0.554
pollen,4.86,2.428571428571429,1.6435,6,0.622,0.212,0.292
pollution,3.75,2.0,1.8921,9,0.062,0.694,0.445
polo,4.43,2.142857142857143,2.0828,4,0.582,0.36,0.415
poltergeist,2.92,2.0,1.2788,11,0.271,0.784,0.544
polyester,4.12,3.0,1.6902,9,0.479,0.27,0.366
polygamy,2.83,2.142857142857143,1.0792,8,0.365,0.647,0.563
polygraph,4.03,2.2857142857142856,1.6128,9,0.427,0.491,0.602
polymer,4.28,2.428571428571429,1.3617,7,0.438,0.33,0.393
pomp,2.44,1.8571428571428572,1.2788,4,0.448,0.491,0.413
poncho,4.97,2.7142857142857144,1.4624,6,0.49,0.265,0.231
pond,4.9,1.7142857142857144,2.3181,4,0.52,0.337,0.358
pontoon,4.58,2.7142857142857144,0.9031,7,0.5,0.377,0.373
pony,4.9,3.142857142857143,2.4183,4,0.812,0.413,0.315
ponytail,4.77,2.2857142857142856,1.5911,8,0.541,0.337,0.302
pooch,4.32,3.142857142857143,1.6902,5,0.355,0.36,0.347
poodle,4.89,3.142857142857143,1.9912,6,0.5,0.413,0.301
poof,2.22,2.428571428571429,1.9243,4,0.469,0.387,0.21
pool,4.77,1.8571428571428572,3.0795,4,0.625,0.356,0.598
poop,4.83,2.571428571428571,2.2529,4,0.163,0.43,0.172
popcorn,5.0,2.857142857142857,2.4914,7,0.875,0.441,0.231
pope,4.71,2.857142857142857,2.3927,4,0.6,0.375,0.636
popper,3.48,2.571428571428571,1.1761,6,0.42,0.509,0.411
popsicle,4.93,2.2857142857142856,1.7709,8,0.667,0.3,0.364
popularity,2.37,1.5714285714285714,2.0934,10,0.896,0.784,0.861
population,3.64,1.5714285714285714,2.5623,10,0.615,0.423,0.667
porcelain,4.63,2.2857142857142856,1.8388,9,0.562,0.31,0.349
porch,4.92,1.8571428571428572,2.5276,5,0.535,0.324,0.388
porcupine,5.0,2.7142857142857144,1.3617,9,0.388,0.421,0.367
pore,4.42,2.428571428571429,1.301,4,0.427,0.271,0.342
pork,4.79,1.8571428571428572,2.5011,4,0.37,0.45,0.333
porker,3.33,3.142857142857143,1.3979,6,0.521,0.602,0.5
porn,4.26,2.0,2.4624,4,0.344,0.915,0.421
porno,3.53,2.0,2.0934,5,0.302,0.923,0.519
pornography,4.11,2.0,1.9823,11,0.323,0.921,0.481
porridge,4.89,2.0,1.4472,8,0.573,0.229,0.274
port,4.41,1.8571428571428572,2.5832,4,0.55,0.409,0.513
portal,3.63,2.142857142857143,2.0414,6,0.583,0.347,0.547
portfolio,4.0,2.142857142857143,1.9191,9,0.625,0.28,0.498
porthole,4.31,2.2857142857142856,1.3424,8,0.5,0.353,0.382
portion,3.78,1.4285714285714286,2.3075,7,0.536,0.364,0.398
portrait,4.9,2.0,2.2856,8,0.698,0.186,0.467
poser,3.6,2.7142857142857144,1.2041,5,0.469,0.385,0.316
position,2.62,1.7142857142857144,3.3408,8,0.604,0.451,0.538
positioning,2.37,1.8571428571428572,1.6128,11,0.615,0.49,0.795
positivity,1.86,1.7142857142857144,1.0,10,0.959,0.549,0.87
posse,3.89,2.571428571428571,2.0492,5,0.398,0.51,0.473
possession,2.96,2.0,2.7185,10,0.677,0.676,0.848
possessor,3.21,2.142857142857143,1.0414,9,0.48,0.573,0.773
possibility,1.33,2.0,2.917,11,0.816,0.481,0.596
possum,4.73,2.7142857142857144,1.7404,6,0.408,0.471,0.306
post,4.3,1.8571428571428572,3.0026,4,0.52,0.426,0.548
postage,4.37,2.142857142857143,1.6335,7,0.56,0.471,0.527
postcard,4.93,2.2857142857142856,2.238,8,0.822,0.292,0.39
poster,4.66,1.5714285714285714,2.3404,6,0.542,0.275,0.365
posterity,2.11,1.5714285714285714,1.5051,9,0.565,0.46,0.683
postman,4.74,2.571428571428571,1.8261,7,0.643,0.482,0.455
postmortem,3.7,1.8571428571428572,1.7853,10,0.296,0.486,0.42
postponement,3.03,1.7142857142857144,1.3424,12,0.448,0.569,0.414
postscript,4.15,2.0,1.1761,10,0.487,0.3,0.409
posture,3.39,1.7142857142857144,1.9031,7,0.562,0.309,0.598
pot,4.81,2.7142857142857144,2.8831,3,0.5,0.186,0.294
potassium,4.23,2.2857142857142856,1.8129,9,0.469,0.314,0.472
potato,4.85,2.857142857142857,2.5866,6,0.541,0.235,0.265
potency,2.32,1.8571428571428572,1.3979,7,0.708,0.745,0.879
pothead,3.89,2.428571428571429,1.3424,7,0.378,0.51,0.375
pothole,4.81,1.8571428571428572,1.2553,7,0.344,0.294,0.283
potion,4.38,2.7142857142857144,2.0531,6,0.5,0.4,0.417
potluck,3.88,2.0,1.2788,7,0.621,0.561,0.433
potpourri,4.59,1.5714285714285714,1.2553,9,0.646,0.58,0.295
pottery,4.72,2.2857142857142856,1.7924,7,0.594,0.286,0.422
potty,4.12,2.0,1.8325,5,0.367,0.373,0.317
pouch,4.5,2.142857142857143,1.7634,5,0.438,0.23,0.271
poultry,4.72,2.571428571428571,1.6335,7,0.48,0.375,0.314
pound,4.61,2.0,2.6937,5,0.57,0.337,0.443
pounding,3.54,2.142857142857143,2.4099,8,0.333,0.843,0.731
poverty,2.54,1.8571428571428572,2.2227,7,0.071,0.519,0.183
powder,4.76,1.5714285714285714,2.7185,6,0.521,0.25,0.194
power,2.04,1.5714285714285714,3.4744,5,0.719,0.67,0.953
powerhouse,2.79,2.2857142857142856,1.415,10,0.63,0.755,0.787
powwow,4.07,2.0,1.4624,6,0.49,0.65,0.406
pox,3.74,2.857142857142857,1.7404,3,0.235,0.567,0.309
practice,2.52,1.8571428571428572,3.1635,8,0.684,0.582,0.639
practitioner,3.89,2.428571428571429,1.5911,12,0.704,0.497,0.684
prairie,4.8,2.7142857142857144,1.9294,7,0.673,0.183,0.415
prance,3.83,2.571428571428571,1.415,6,0.683,0.547,0.435
prank,2.9,2.2857142857142856,2.1847,5,0.571,0.69,0.389
prawn,4.62,1.8571428571428572,1.1761,5,0.488,0.324,0.39
prayer,3.28,2.0,2.752,6,0.745,0.217,0.604
preacher,4.7,2.571428571428571,2.1644,8,0.551,0.388,0.741
preamble,2.97,2.2857142857142856,1.1761,8,0.541,0.555,0.491
precaution,2.21,2.571428571428571,2.1959,10,0.625,0.52,0.406
precedence,2.13,1.8571428571428572,1.4314,10,0.594,0.52,0.598
precedent,1.63,1.8571428571428572,2.017,9,0.574,0.392,0.721
precinct,3.67,2.0,2.3304,8,0.375,0.431,0.527
precipitation,3.96,1.5714285714285714,1.1461,13,0.454,0.663,0.531
precision,2.41,1.8571428571428572,2.0719,9,0.677,0.431,0.875
precursor,2.14,2.142857142857143,0.9031,9,0.58,0.672,0.783
predator,3.64,2.571428571428571,2.0128,8,0.143,0.76,0.777
predecessor,3.12,2.2857142857142856,1.6232,11,0.635,0.415,0.593
predicament,1.82,1.8571428571428572,1.9823,11,0.365,0.48,0.541
prediction,2.36,2.142857142857143,1.6721,10,0.562,0.635,0.585
predictor,2.82,2.428571428571429,0.6021,9,0.646,0.615,0.738
predisposition,1.88,1.8571428571428572,1.1139,14,0.656,0.611,0.716
predominance,1.56,1.8571428571428572,0.4771,12,0.684,0.702,0.857
preface,2.73,2.2857142857142856,1.3979,7,0.459,0.375,0.557
prefect,2.96,2.571428571428571,1.2553,7,0.698,0.451,0.809
preference,2.03,1.8571428571428572,2.0,10,0.792,0.5,0.72
prefix,3.31,2.142857142857143,1.2041,6,0.521,0.232,0.463
pregnancy,4.31,1.8571428571428572,2.3444,9,0.74,0.769,0.569
prejudice,2.22,2.0,2.1239,9,0.11,0.613,0.407
prelude,2.33,2.0,1.3424,7,0.544,0.392,0.556
premier,2.07,2.7142857142857144,1.8751,7,0.755,0.519,0.792
premiere,2.96,2.0,2.0253,8,0.776,0.596,0.573
premise,2.24,2.0,1.7076,7,0.531,0.519,0.517
premises,3.2,2.142857142857143,2.3483,8,0.5,0.306,0.285
premium,2.11,2.142857142857143,1.8573,7,0.786,0.59,0.769
premonition,1.9,2.142857142857143,1.9731,11,0.365,0.765,0.544
preoccupation,2.04,1.8571428571428572,1.301,13,0.375,0.694,0.38
prep,2.36,2.428571428571429,2.4713,4,0.688,0.509,0.555
preparation,2.18,1.8571428571428572,2.2648,11,0.771,0.5,0.679
preparedness,1.84,1.5714285714285714,0.9542,12,0.76,0.542,0.763
prerequisite,2.46,2.142857142857143,1.1461,12,0.448,0.424,0.482
prerogative,1.83,2.2857142857142856,1.7853,11,0.521,0.442,0.538
prescription,4.0,1.7142857142857144,2.4378,12,0.302,0.337,0.568
presence,2.72,1.7142857142857144,2.9355,8,0.874,0.431,0.607
present,3.39,1.5714285714285714,3.4188,7,0.724,0.286,0.634
presentation,3.11,2.0,2.4166,12,0.792,0.604,0.553
presenter,3.96,2.2857142857142856,1.1461,9,0.673,0.607,0.735
preservation,2.37,2.0,1.6532,12,0.667,0.51,0.686
preservative,3.03,2.428571428571429,1.0,12,0.531,0.429,0.509
